#{"t_start": 1733096099.8957553, "env_id": "None"}
r,l,t
-0.49463117,21,9111.029019
-1.708432,40,9111.029067
-0.61850274,30,9111.425709
0.021463096,6,9111.779765
-0.4606626,11,9112.161642
-0.4811586,19,9112.518101
-0.49318588,21,9113.045079
-0.48113418,19,9113.548111
-0.6269114,30,9113.942715
-0.97535396,27,9114.292678
-0.49298525,21,9114.736102
-0.44153285,11,9115.174304
-1.746352,41,9115.174351
-0.4822358,19,9115.528296
-0.50219095,12,9116.07955
-0.38678467,17,9116.079599
-0.6569153,31,9116.518372
-0.5097947,20,9116.913228
-0.5228654,21,9117.455262
-1.0185082,28,9117.915766
-0.47512567,19,9118.244025
-1.4264996,42,9118.573251
0.0081266165,6,9119.012496
-0.6395931,31,9119.343343
-0.4414965,11,9119.71462
-0.41505015,18,9119.714668
-0.4774332,19,9120.220454
-15.659539,512,9120.549392
-0.47353268,11,9120.881739
-0.54754746,22,9121.429483
-0.61424506,30,9121.897283
-0.4802972,19,9121.897331
-1.4673774,36,9122.314737
-1.021517,28,9122.775798
0.022649527,6,9122.775846
-0.4867878,21,9123.174495
-16.036848,512,9123.527137
-0.48096585,19,9123.87717
-0.4444729,11,9124.244575
-0.64827156,31,9124.754477
-0.37428594,17,9125.089795
-0.482378,11,9125.420933
-0.48170447,19,9125.847282
-1.6982133,40,9126.444973
-0.5140773,21,9126.831637
0.018785894,6,9127.236181
-0.50918543,20,9127.570894
-0.6149659,30,9127.950276
-1.072109,29,9128.283545
-0.37908804,17,9128.77386
-0.44335186,11,9129.152914
-0.47230697,19,9129.555617
-0.5164858,21,9130.195125
-0.621197,30,9130.195175
-0.7415005,19,9130.527262
-0.47778642,19,9130.917791
-1.76068,42,9131.289409
-0.4643402,11,9131.685737
-0.48852444,21,9132.187986
-0.47816288,19,9132.564471
-0.7591548,35,9133.11132
-0.97742,27,9133.505688
-0.48698437,21,9133.883289
-0.4803685,19,9134.215436
-1.3872309,41,9134.651941
-0.44434667,11,9134.983334
0.007826626,6,9135.399207
0.13204682,5,9135.821725
-0.4739623,11,9136.153844
-0.48114443,19,9136.479854
-0.4884715,21,9136.810767
-0.61122394,31,9137.18777
-0.5072949,20,9137.846982
-0.4886682,21,9138.202267
-1.0330772,28,9138.620779
-0.5737603,29,9139.058789
-1.9085333,39,9139.456856
-0.44724298,11,9139.78837
-0.47339904,19,9140.118203
-0.4882071,21,9140.51637
-6.3400016,218,9140.931302
-0.47841763,11,9141.286426
-0.2539432,18,9141.642601
-0.18382287,13,9142.058678
-0.46055722,19,9142.410241
-0.43176246,13,9142.760744
-0.18070889,15,9143.203271
-0.71748555,18,9143.537021
-0.2531283,14,9143.908452
-28.486404,458,9144.242861
-0.42552507,12,9144.572838
-0.48188686,12,9145.03258
-0.34165132,17,9145.433167
-0.49129987,12,9145.764753
-0.29176962,15,9146.094998
-0.512463,12,9146.54004
-0.9289018,34,9146.873338
-0.94654465,26,9147.292709
-0.25076818,14,9147.643406
-0.42171216,19,9148.016553
-7.1092634,242,9148.414812
-0.6843982,17,9148.768796
-0.24820864,14,9149.18598
-0.7441125,19,9149.57876
-1.1806197,32,9149.578808
-0.69257295,28,9149.981361
-0.534273,13,9150.311508
-0.45867538,20,9150.647692
-0.26442957,14,9151.0832
-0.4047022,11,9151.083248
-0.52207303,22,9151.414857
-0.80213857,19,9151.873723
-0.6642988,17,9152.262048
-0.4975003,11,9152.2621
-0.27972233,14,9152.640676
-0.5814718,16,9153.227125
-0.9456941,36,9153.575915
-0.430125,19,9153.974267
-1.0707879,28,9154.351908
-0.6936407,17,9154.842391
-1.3411484,35,9155.19288
-0.25382805,14,9155.52437
-0.46669507,21,9155.898067
-0.41173053,11,9156.362967
-0.6988547,17,9156.757087
-1.03507,28,9157.160582
-1.9153016,69,9157.160631
-0.41868436,19,9157.515491
-0.47377884,11,9157.867519
-2.0525353,74,9158.326215
-0.69730043,17,9158.700909
-0.32464445,17,9159.122596
-1.0018408,37,9159.517274
-0.5271232,24,9159.850397
-1.0257101,28,9160.246833
-0.6725941,17,9160.624884
-0.24470675,14,9160.993212
-0.50394833,22,9160.993263
-1.3250289,35,9161.439176
-0.3643719,17,9161.771412
-0.6759361,17,9162.251175
-0.40519083,11,9162.601102
-0.37573135,18,9162.931047
-1.0225518,28,9163.353678
-0.4705894,11,9163.773452
-0.6909276,17,9164.168389
-0.2720263,15,9164.501496
-1.0097237,36,9165.02966
-0.5676937,16,9165.445645
-0.36908007,18,9165.829164
-1.0520513,29,9166.162804
-1.71632,64,9166.536139
-1.2790883,34,9166.999531
-0.24023509,14,9167.37462
-0.6751447,19,9167.727545
-1.9309287,71,9168.12585
-0.40769136,11,9168.479863
-0.8622055,34,9168.876481
-1.0735865,29,9169.275325
-0.3724643,18,9169.630717
-0.471578,11,9169.968745
-0.8101506,24,9170.433668
-0.89062953,37,9170.769263
-0.49259925,22,9171.114321
-0.24134898,14,9171.522253
-0.46994197,21,9171.854924
-0.6977459,20,9172.47476
-1.103975,30,9172.47481
-0.43558502,19,9172.895235
-0.0066040754,6,9173.231507
-1.2747762,34,9173.567372
-0.40398622,11,9174.121091
-0.26676428,15,9174.472316
-0.9451146,35,9174.820185
-0.46931458,11,9175.283774
-1.0974257,30,9175.616482
-1.1570826,26,9175.969894
-1.3625066,53,9176.325796
-0.36187804,18,9176.729163
-1.5458987,57,9177.063002
-0.4948722,21,9177.462295
-0.23889327,14,9177.96982
-0.9629024,25,9178.389244
-1.1102657,30,9178.765063
-1.2829626,34,9179.138307
-0.7579644,32,9179.516212
-0.4188503,19,9179.931858
-0.40695167,11,9180.308693
-0.96546674,35,9180.708708
-0.77704334,23,9181.063907
-0.23933864,14,9181.512797
-0.4687978,11,9181.512849
-1.1198392,30,9181.929034
-1.3940051,54,9182.308388
-0.65985286,19,9182.761653
-0.5271572,22,9183.097398
-0.40613413,18,9183.474665
-0.5015719,22,9184.054942
-0.24446177,14,9184.409057
-0.70545876,20,9184.794525
-1.2787945,34,9184.794573
-1.1413178,31,9185.1515
-0.052689314,7,9185.581169
-1.6872435,64,9186.00561
-0.4083084,11,9186.00566
-0.9673468,35,9186.428001
-0.4080268,19,9186.761341
-0.46694386,11,9187.188443
-0.3411795,17,9187.638814
-0.23439527,14,9188.017286
-1.1428652,31,9188.373589
-1.2015667,27,9188.706129
-0.5291319,22,9189.107259
-0.39694178,18,9189.661037
-1.2743654,34,9190.139588
-1.0015807,26,9190.539304
-0.24392939,14,9190.941328
-1.109689,30,9190.941377
-1.8802576,69,9191.295835
-0.4052583,11,9191.659743
-1.0004265,36,9192.119201
-0.46751225,11,9192.517811
-0.374833,18,9192.894478
-0.7562674,22,9193.228188
-0.49999797,22,9193.653346
-1.1418512,31,9194.118869
-16.852913,512,9194.450412
-0.5218663,22,9194.782909
-0.32294428,17,9195.138015
-1.9180329,72,9195.496416
0.007037103,6,9195.829967
-0.71356404,21,9196.187398
-0.05622101,7,9196.64788
-0.2418493,14,9197.019106
-1.2761335,34,9197.019155
-0.33341384,17,9197.434185
-0.40561807,11,9197.891559
-1.1435237,31,9198.251593
-0.37075162,18,9198.668506
-0.9445882,35,9199.000461
-0.4718988,11,9199.374826
-1.1898186,27,9199.753298
-0.24110758,14,9200.217065
-1.7412956,64,9200.696187
-0.4904275,21,9201.028268
-1.1106515,30,9201.404381
-0.4400674,19,9201.892625
-0.98517644,27,9202.226902
-1.2760928,34,9202.629771
-0.4879279,21,9203.031527
-0.2920804,16,9203.523308
-0.40425825,11,9203.523355
-1.1425235,31,9203.990139
-0.9536649,35,9204.322013
-0.8202623,24,9204.656367
-1.9182999,72,9204.989331
-0.47712374,11,9205.319113
-0.24908578,14,9205.69574
-0.3353411,17,9206.290928
-0.69105816,20,9206.645642
-0.5248157,22,9206.97913
-0.42223954,19,9207.355654
-1.1441374,31,9207.781682
-1.2774756,34,9208.247362
-0.68534446,18,9208.600642
-0.2666949,15,9208.928335
-0.046375632,7,9209.370603
-0.4054619,11,9209.72825
-1.745724,65,9210.085918
-0.9613255,35,9210.548199
-0.3615029,18,9210.880626
-0.4696535,11,9211.219069
-1.1112089,30,9211.55136
-0.4818039,21,9212.104786
-0.2390678,14,9212.438446
-1.2166629,28,9212.791024
-0.49479926,21,9213.189092
-1.734252,65,9213.632236
-0.3922856,18,9214.073047
-1.1425159,31,9214.409817
-1.2691357,34,9214.771076
-0.99673975,27,9215.261515
-0.24518561,14,9215.662273
-0.4069904,11,9215.662322
-0.9570297,35,9216.173381
-0.4651692,11,9216.529109
-0.8909379,37,9216.975375
-0.38264894,18,9217.356484
-1.1390734,31,9217.356533
-0.8247361,24,9217.769305
-0.5245348,22,9218.296347
-0.2446332,14,9218.631351
-1.7775273,66,9218.973263
-0.68778276,20,9219.464592
-1.2702422,34,9219.861576
-1.110841,30,9220.234336
-0.37363064,18,9220.586336
-0.5017592,22,9221.006016
-0.40683317,11,9221.33868
-0.72385204,21,9221.781901
-0.95993686,35,9222.182642
-0.3227079,17,9222.547792
-0.4669565,11,9222.547841
-1.3128626,51,9222.881426
-1.1423819,31,9223.427998
-0.24171972,14,9223.784384
-0.7040688,20,9224.117622
-0.4934032,21,9224.537416
-0.05041039,7,9224.89408
-0.3702427,18,9225.426619
-1.2732639,34,9225.77708
-1.1436253,31,9226.285235
-0.40881217,11,9226.63712
-0.24058747,14,9226.970053
-1.1856842,27,9227.369049
-1.2104259,48,9227.369101
-0.95389986,35,9227.812338
-0.46756375,11,9228.145139
-1.9672627,72,9228.542876
-0.43949115,19,9228.961149
-1.1105871,30,9229.453143
-1.0065091,26,9229.807221
-0.2663232,15,9230.227572
-0.073271394,7,9230.600989
-0.4890561,22,9230.601098
-0.7209456,29,9230.959147
-0.89258254,37,9231.312632
-1.2384579,33,9231.688343
-0.3682748,18,9232.194732
-0.40913498,11,9232.548498
-1.1414514,31,9232.94901
-0.52884984,22,9233.302383
-1.2092986,26,9233.658857
-0.46808982,11,9234.036691
-0.23880088,14,9234.368506
-0.36970377,18,9235.077392
-0.9776733,27,9235.517755
-1.1432481,31,9235.517806
-1.3132281,51,9235.873884
-0.9628912,35,9236.272125
-0.072607994,7,9236.606509
-0.24105608,14,9236.962198
-1.7082827,63,9237.321968
-1.2807043,34,9237.322022
-0.40744615,11,9237.867011
-0.49394608,21,9238.307409
-0.43105376,19,9238.63669
-1.1100459,30,9238.987164
-0.48098934,21,9239.321579
-0.47150934,11,9239.655648
-1.171891,27,9240.008949
-0.23847306,14,9240.487759
-1.2119365,48,9240.976746
-0.9450041,26,9241.503578
-0.43114078,19,9241.850296
-1.141166,31,9241.850348
-0.9544929,35,9242.182176
-1.2730141,34,9242.581606
-0.2374245,14,9243.087722
-0.40823627,11,9243.442124
-0.7769083,23,9243.883725
-0.46691096,11,9244.305953
-0.7221744,29,9244.677027
-1.1428087,31,9245.009032
-0.43043363,19,9245.386055
-1.721602,63,9245.386105
-1.2050905,48,9245.7829
-0.68473446,20,9246.20004
-0.23735833,14,9246.61627
-0.05137658,7,9246.974644
-0.527966,22,9247.354972
-0.48190165,21,9247.719341
-17.051739,512,9248.148729
-1.1094961,30,9248.531428
-1.2679648,34,9248.53148
-0.40173006,18,9248.951015
0.011820853,6,9248.951066
-0.8425871,35,9249.433993
-0.41018987,11,9249.434046
-1.1625192,26,9249.813342
-0.24348688,14,9250.218302
-0.46933222,11,9250.62031
-0.96040344,35,9251.02088
-1.1154733,30,9251.417207
-0.40758944,19,9251.876751
-0.99094784,27,9252.270919
-0.49440014,21,9252.710537
-0.07103157,7,9253.044177
-0.23452914,14,9253.417214
-1.2394471,33,9253.811787
-1.144696,31,9254.257944
-1.8923142,69,9254.593256
-1.3681331,53,9254.951994
-0.41282058,11,9255.304566
-0.39585662,18,9255.684481
-1.2115054,26,9256.102984
-0.47771585,11,9256.476054
-0.9510217,35,9256.893848
-0.24390316,14,9257.225616
-0.49917746,22,9257.555175
-1.1406369,31,9258.036874
-0.95496666,26,9258.527133
-0.37562788,18,9258.856603
-1.278496,34,9259.398276
-0.71990025,29,9259.398324
-1.2892711,51,9259.794688
-0.27054608,15,9260.127369
-0.71612334,19,9260.51153
-0.40790355,11,9260.896968
-1.1426499,31,9261.235029
-0.4694023,11,9261.776948
-0.3687389,18,9262.12681
-0.7330415,21,9262.63135
-0.72539294,29,9262.631404
-0.24117088,14,9263.140286
-0.88405657,37,9263.552811
-1.1093514,30,9263.889267
-1.9572268,72,9264.276922
-0.70300245,20,9264.692679
-0.53190684,22,9265.061102
-0.37016153,18,9265.476129
-1.2727766,34,9265.818814
-0.4881829,22,9266.418612
-0.40615916,11,9266.418665
-0.7183114,19,9266.766756
-0.2407738,14,9267.102825
-1.1154189,30,9267.488728
-0.049612403,7,9267.880434
-0.47197902,11,9268.266993
-0.9757358,36,9268.811645
-0.44093502,19,9269.162891
-1.6118932,62,9269.832042
-0.34226954,17,9270.182185
-7.599394,217,9270.637622
-0.073248506,7,9271.118015
-0.24396157,16,9271.481576
-2.0179355,49,9271.922112
-1.1863976,39,9272.30379
-1.7473097,61,9272.642202
-0.08312845,7,9273.067734
-2.4063635,62,9273.471269
-0.34319246,18,9273.872892
-0.2836913,17,9274.415792
-0.15009952,11,9274.415842
-0.38013577,19,9275.016707
-3.2529483,82,9275.44358
-1.1579015,38,9275.890404
-0.3856511,11,9276.359666
-0.40290427,19,9276.794214
-2.0695384,61,9277.185148
-2.1678808,55,9277.70047
-1.944134,46,9278.145402
-0.088392615,7,9278.535455
-1.2929432,48,9278.535505
-0.66316926,17,9278.906374
-0.075085044,8,9279.317186
-1.3245485,42,9279.820816
-0.2818619,19,9280.256042
-0.7327361,18,9280.592947
-1.4823298,44,9280.9556
-0.39193535,11,9281.524533
-1.4181635,55,9281.930857
-0.7134234,18,9282.268898
-1.7029212,39,9282.751798
-0.010494351,6,9283.204074
-2.097343,53,9283.568164
-0.8389318,36,9283.955436
-0.29994702,18,9283.955494
-0.7327392,18,9284.290574
-1.3909018,44,9284.663346
-0.085549116,7,9285.026932
-0.33223534,18,9285.641616
-0.7276075,18,9285.977396
-0.3805616,23,9286.43787
-1.5191615,45,9286.437948
-1.5029359,35,9286.941645
-0.39308822,11,9287.327957
-0.7268821,18,9287.732327
-0.3769883,19,9287.732378
-0.04227853,7,9288.084382
-1.4723492,46,9288.662465
-0.73664737,18,9289.113355
-2.213215,56,9289.581444
-0.9347247,40,9289.949688
-0.09319234,7,9290.38872
-1.4756727,34,9290.804888
-0.7212744,18,9291.15428
-1.5374074,45,9291.616573
-1.2216694,48,9292.089492
-0.69461787,18,9292.543247
-0.3894304,11,9292.543298
-0.73505104,18,9292.878598
-1.6152213,51,9293.402226
-0.847612,38,9293.742667
-0.30428386,18,9294.11384
-0.71736455,18,9294.554142
-0.73261845,18,9294.890314
-0.33222127,18,9295.481372
-2.3398156,59,9295.956498
-0.75676334,18,9295.956548
-0.8055228,24,9296.402848
-0.08528197,7,9296.785072
-1.4909627,44,9296.78512
-0.38360023,19,9297.24791
-0.73864305,18,9297.709564
-0.39401996,11,9297.709621
-0.6421772,17,9298.120227
-1.6104562,51,9298.501631
-0.74207807,18,9299.141073
-0.7055638,18,9299.552557
-0.7405679,18,9300.190698
-0.73021805,18,9300.602211
-1.2232299,48,9300.988882
-1.5228326,45,9301.36676
-2.3366375,59,9301.758007
-1.5056512,47,9302.222885
-0.73973465,18,9302.560443
-0.12351942,8,9302.964028
-0.3933456,11,9302.964083
-0.7001598,17,9303.314281
-0.3051784,18,9303.725931
-0.7331339,18,9304.33314
-0.73011684,18,9304.72166
-0.33584416,18,9305.138972
-0.70383036,17,9305.686906
-0.6808754,17,9306.074458
-0.38267207,19,9306.548553
-1.4881225,44,9306.913762
-1.6049569,50,9307.31042
-0.73681223,18,9307.72471
-0.73439586,18,9308.119803
-0.3875134,11,9308.455633
-2.4422016,61,9308.921762
-0.72509885,18,9309.431438
-0.14540851,9,9309.776375
-0.7287141,18,9310.148562
-0.6940516,17,9310.828018
-0.69648004,17,9311.234396
-1.2240973,48,9311.582082
-1.6701407,52,9312.16008
-1.4863029,44,9312.160134
-0.72785497,18,9312.600532
-0.6957382,17,9312.959649
-0.30568087,18,9313.322873
-0.38618398,11,9313.690946
-0.7060318,17,9314.264721
-0.72630954,18,9314.646406
-0.3370092,18,9315.01708
-2.4189956,60,9315.43914
-0.15290093,9,9315.97947
-0.73342884,18,9315.979525
-0.6952616,17,9316.344889
-0.38472736,19,9316.752238
-1.6674485,52,9317.203634
-1.516257,45,9317.611338
-0.72544694,18,9317.965464
-0.67543185,17,9318.304343
-0.3857181,11,9318.803792
-16.385859,512,9319.136155
-0.69396806,17,9319.615485
-0.70159733,17,9319.970154
-0.73868203,18,9320.67395
-0.73073983,18,9321.012345
-2.4162495,60,9321.501128
-1.3972545,54,9321.501178
-1.6651151,52,9321.912079
-0.086936116,7,9322.305989
-0.67236197,17,9322.739122
-0.73211193,18,9322.739177
-1.5298564,45,9323.092711
-0.29406178,18,9323.540155
-0.39300323,11,9323.973827
-0.6967714,17,9324.436703
-0.7077209,17,9324.436755
-0.30109262,17,9324.91215
-0.6806092,17,9325.464577
-0.73128045,18,9325.799481
-0.37891793,19,9326.301515
-1.6634133,52,9326.669622
-0.722497,18,9327.167032
-0.70718086,17,9327.167085
-2.2546835,57,9327.501561
-1.5151415,45,9327.91168
-0.12571764,8,9328.322616
-0.39207363,11,9328.807846
-0.67879415,17,9329.164665
-0.73550844,18,9329.502096
-0.6978917,17,9330.18644
-0.7283268,18,9330.546669
-1.2520251,49,9330.952445
-1.5479081,48,9331.290705
-0.6982076,17,9331.848976
-0.7245294,18,9332.246608
-0.30144012,18,9332.656091
-1.5336514,45,9333.040254
-0.6950166,17,9333.521096
-2.3899956,60,9333.870375
-0.69221807,17,9334.241436
-0.3880055,11,9334.579669
-0.08721244,7,9335.006538
-0.33150804,18,9335.006589
-0.697613,17,9335.526558
-0.73852026,18,9335.93242
-1.7126586,53,9336.363225
-0.37678862,19,9336.700823
-0.6948756,17,9337.180083
-0.7057524,17,9337.587209
-1.4920261,44,9338.126371
-0.6841345,17,9338.508602
-0.7370522,18,9338.938022
-0.39117384,11,9339.321273
-2.3258276,59,9339.82628
-0.7023039,17,9340.162032
-0.73444986,18,9340.612941
-0.110146165,8,9341.032427
-1.5779345,49,9341.03248
-1.2125127,48,9341.03249
-15.748379,512,9341.515229
-0.6782948,17,9341.900587
-0.69901323,17,9342.357127
-0.30265582,18,9342.719898
-0.7161782,18,9343.29138
-1.4848657,44,9343.29143
-0.7421515,18,9343.759263
-0.3351189,18,9344.122667
-0.38728344,11,9344.51772
-0.72982526,18,9345.000111
-1.6582305,51,9345.431499
-0.72793925,18,9345.769042
-0.38020813,19,9346.155427
-2.4315417,61,9346.605409
-0.6942011,17,9346.9719
-0.085980654,7,9347.409734
-0.7279428,18,9347.766768
-0.69410956,17,9348.310918
-1.5133121,45,9348.723999
-0.70000005,17,9349.108141
-0.38927794,11,9349.612466
-0.666167,17,9349.969175
-1.6150501,50,9350.395265
-0.72861886,18,9350.808112
-1.3914733,54,9351.21963
-0.6984606,17,9351.64579
-0.728999,18,9352.168834
-2.2528298,57,9352.534363
-0.26622355,17,9352.871558
-0.69345605,17,9353.330365
-0.11993861,8,9353.692809
-0.69428635,17,9354.191557
-1.5106602,45,9354.191608
-0.33312547,18,9354.594464
-0.72792614,18,9355.020962
-0.3922242,11,9355.381115
-1.6796067,52,9355.752838
-0.7310835,18,9356.200521
-0.37394512,19,9356.650478
-0.694123,17,9357.035287
-0.7216047,18,9357.580732
-0.6728718,17,9358.061838
-2.3916588,60,9358.632401
-0.69075453,17,9358.632453
-1.5173278,45,9359.014299
-0.08711219,7,9359.44333
-0.6782905,17,9359.443382
-1.6760247,52,9359.875138
-1.0720894,43,9360.215334
-0.38971174,11,9360.558697
-0.70463216,17,9360.951509
-0.72489166,18,9361.452162
-0.3141812,18,9361.900688
-0.72921515,18,9362.307078
-0.672789,17,9362.790882
-0.36307418,19,9363.302312
-0.702644,17,9363.662681
-0.70162535,17,9364.176402
-1.521085,45,9364.176458
-1.5538077,48,9364.51794
-2.3384974,59,9364.970911
-0.7295315,18,9365.406956
-0.38902593,11,9365.40701
-0.11802602,8,9365.823961
-0.70107114,17,9366.179141
-15.992963,512,9366.603698
-0.71956325,18,9367.08885
-0.6959541,17,9367.526596
-1.2092991,48,9367.96293
-0.35483766,21,9368.372216
-0.6905618,17,9368.757653
-0.68224466,17,9369.193799
-1.6634412,51,9369.528742
-1.4861143,44,9369.912382
-0.3010838,18,9370.274094
-0.7234043,18,9370.763405
-0.39001703,11,9371.120701
-0.7312013,18,9371.502844
-2.4048378,60,9371.985712
-0.32911527,18,9371.985762
-0.6930492,17,9372.446321
-0.09291196,7,9372.781476
-0.69026864,17,9373.192997
-0.37621915,19,9373.697601
-0.7354828,18,9374.130259
-0.6741202,17,9374.543397
-1.6694782,52,9374.879565
-1.5359116,45,9375.356608
-0.7072768,17,9375.787776
-0.69357157,17,9376.190202
-0.39311886,11,9376.555606
-0.7364317,18,9377.147186
-0.6994684,17,9377.528919
-2.2663634,57,9377.885741
-1.213207,48,9378.27254
-0.12375796,8,9378.703026
-0.73108673,18,9379.123755
-0.6803694,17,9379.486228
-1.6671903,52,9379.845716
-0.30185604,18,9380.25027
-1.4870713,44,9380.706553
-0.70697355,17,9381.089875
-0.72872627,18,9381.478345
-0.39038658,11,9381.912778
-0.33235574,18,9382.257803
-0.73454607,18,9382.790223
-0.6730325,17,9383.165296
-0.68844056,18,9383.653825
-1.306231,40,9383.995966
-0.46081197,11,9384.386145
-4.389308,155,9384.386194
-2.168966,52,9384.726822
-0.47067845,12,9385.090823
-0.017098308,6,9385.501463
-0.48195577,11,9385.912858
-0.60815334,17,9386.322606
-0.13343632,14,9386.322664
-0.54216623,24,9386.824691
-0.66653764,21,9387.185757
-0.3835951,12,9387.549519
-0.28642702,16,9387.95047
-0.093881726,7,9388.291297
-0.80451787,23,9388.667257
-1.4630008,36,9389.210354
-0.61451375,17,9389.210404
-0.51704454,22,9389.547723
-0.46646547,11,9389.885788
-0.0036958456,6,9390.291112
-0.40419614,13,9390.779919
-0.6909205,28,9391.144339
-1.1736774,32,9391.577152
-0.5361707,23,9392.013374
-0.7552223,22,9392.013422
-17.187033,512,9392.376638
-0.6116613,17,9392.786667
-0.44711018,11,9393.217356
-1.5875762,37,9393.728719
-0.5489563,17,9394.142961
-0.007810116,6,9394.505167
-0.77769697,32,9395.016064
-0.4205979,12,9395.415571
-0.8970257,25,9395.772406
-0.08491933,7,9396.255985
-0.64127076,17,9396.79098
-0.6304406,29,9397.334668
-1.6462245,39,9397.74211
-0.5884197,17,9398.194546
-0.034223795,7,9398.567212
-1.255604,33,9399.009414
-0.07909763,7,9399.503003
-0.5009955,24,9399.895105
-2.3186255,83,9399.895154
-0.5705687,17,9400.243653
-0.45391703,13,9400.878779
-1.7486846,42,9401.513231
-0.68345344,29,9401.856645
-0.64667225,17,9402.22215
-1.3587599,35,9402.592045
-0.13175952,10,9403.018613
-0.10535014,8,9403.40332
-0.6105269,17,9403.883221
-0.69074976,30,9408.417934
-0.5998949,17,9408.885921
-2.076575,76,9409.477464
-1.4072943,35,9409.477512
-1.8285716,44,9409.961946
-0.5935358,17,9409.961997
-0.066197515,7,9410.299942
-0.64902747,29,9410.733485
-0.1691674,11,9411.162825
-0.596905,17,9411.615191
-8.334558,272,9411.951597
-6.0364347,205,9412.677395
-0.6008549,17,9412.677449
-0.6438446,29,9413.011032
-0.32860327,18,9413.353305
-1.4343741,37,9413.718949
0.106345356,5,9414.057902
-0.07334399,7,9414.505621
-0.6088271,17,9414.962724
-0.4748193,13,9415.310866
-1.8375635,45,9415.719689
-0.5981666,24,9416.161444
-0.33317566,11,9416.558905
-0.6712934,30,9416.918371
-0.17056549,11,9417.279093
-0.6103406,17,9417.626307
-0.32177913,11,9418.079771
-1.4783118,38,9418.61056
-0.3827139,11,9418.996433
-0.6131176,17,9418.996485
-0.73826694,27,9419.362911
-0.50164163,24,9419.732069
-0.06363702,7,9420.069747
-0.40514886,10,9421.751176
-7.4419394,272,9422.09768
-0.10010326,7,9422.575754
-0.6165073,17,9422.575803
-0.6492431,25,9423.134039
-1.8598685,46,9423.47591
-0.7094686,30,9423.96551
-0.6177205,17,9423.96556
-0.1694777,11,9424.401296
-1.4864435,38,9424.813308
-0.5346707,21,9425.248218
-0.025815368,6,9425.586156
-0.6215526,17,9425.949011
-1.395822,36,9426.309467
-0.55024695,25,9426.780652
-0.6195668,17,9427.314459
-0.6021477,22,9427.671154
-1.8595831,46,9428.371066
-0.61437976,17,9428.371135
-1.4637687,38,9428.732565
-0.71884704,30,9429.094642
-0.595785,22,9429.485361
-0.024900556,6,9429.835964
-0.16687143,11,9430.211902
-0.62089336,17,9430.683078
-0.5408784,21,9431.255572
-0.54936385,25,9431.60348
-0.62437236,17,9432.053429
-1.46153,39,9432.672819
-0.49426425,20,9433.026694
-0.63061774,17,9433.420716
-0.057088137,7,9433.813927
-1.8502905,46,9434.201722
-0.7182133,30,9434.562945
-0.18230164,11,9435.144287
-0.4785893,20,9435.144338
-0.6314224,17,9435.144349
-0.5493908,25,9435.835861
-0.6322075,17,9436.171267
-0.44330764,19,9436.536803
-1.4824655,38,9436.962393
-0.056615114,7,9437.435478
-0.62870467,17,9437.814736
-0.43985748,19,9438.231144
-1.8678229,45,9438.7104
-0.71709526,30,9439.051404
-5.24942,192,9439.457596
-0.007096529,6,9439.817625
-0.6306336,17,9439.817679
-0.4306147,19,9440.278355
-4.867554,165,9440.778526
-0.632151,17,9441.170254
-0.5232105,24,9441.555837
-1.4966617,39,9441.555888
-0.39090574,18,9441.982641
-0.35408974,12,9442.376613
-0.058427334,7,9442.376668
-0.6326015,17,9442.88323
-0.29395735,11,9443.272738
-1.7898846,43,9443.747416
-0.44531417,19,9443.747465
-0.30815625,11,9444.182699
0.012989044,6,9444.522552
-0.7488425,31,9444.861416
-0.63543594,17,9445.203921
-0.37641668,11,9445.700308
-0.43398,19,9446.08742
-1.5165527,39,9446.474666
-0.63639975,17,9446.861446
-0.39567018,10,9447.200661
-0.0642041,7,9447.589397
-0.51712275,24,9447.960312
-0.09775376,7,9448.330879
-0.39465082,18,9448.736286
-0.63688695,17,9449.164538
-1.8239362,44,9449.662021
-0.43787932,19,9450.130079
-0.035761714,7,9450.468995
-0.63828886,17,9450.842655
-0.689752,29,9451.182233
-1.3297253,34,9451.651245
-1.5180035,39,9451.987155
-0.025665164,6,9452.439363
-0.42614782,19,9452.796201
-0.6320708,17,9453.141153
-0.5508666,25,9453.673954
-0.63245046,17,9454.186569
-0.4214692,19,9454.522186
-1.8520424,46,9455.060785
0.008857012,6,9455.518945
-0.63878274,17,9455.864948
-1.4227176,38,9456.262464
-0.3863039,18,9456.262515
-0.68151677,29,9456.628954
-0.0276829,6,9457.046013
-0.6402731,17,9457.583579
-0.43384218,19,9458.000168
-0.6408781,28,9458.595597
-5.0785475,186,9458.595647
-0.63407445,17,9458.956721
-0.42052543,19,9459.412942
-1.8107021,45,9459.816082
-1.4714315,38,9460.175054
-0.021061301,7,9460.634074
-0.64096737,17,9460.634124
-0.05964482,7,9460.995364
-0.57914186,26,9461.45741
-0.38849604,18,9461.457474
-15.4355545,512,9461.912201
-0.64084697,17,9462.321404
-0.4303658,19,9462.847264
-0.6408359,17,9463.35158
-0.6749147,29,9463.716235
-1.5084407,40,9464.171646
-0.39592087,18,9464.534877
-1.8977246,47,9464.919152
-0.026834846,6,9465.255703
-0.6408191,17,9465.645733
0.00856185,6,9466.008302
-0.52541137,24,9466.493478
-0.43978775,19,9466.880915
-0.63909626,17,9467.321558
-5.1334324,173,9467.919013
-0.400661,18,9468.28712
-0.55877876,24,9468.710892
